#,Name,%Complete,AvgTime,Std,NoObs
0,ModRepeat_forest_0,0.0,0.0,0.0,372.0
1,ModRepeat_forest_1,0.0,0.0,0.0,1070.0
2,ModRepeat_forest_2,0.0,0.0,0.0,116.0
3,ModRepeat_forest_3,40.0,593.5,53.5,596.0
4,ModRepeat_forest_4,20.0,674.0,0.0,205.0
5,ModRepeat_forest_5,60.0,405.0,26.981475126464083,403.0
6,ModRepeat_forest_6,40.0,587.0,106.0,800.0
7,ModRepeat_forest_7,40.0,492.0,21.0,477.0
8,ModRepeat_forest_8,0.0,0.0,0.0,109.0
9,ModRepeat_forest_9,0.0,0.0,0.0,109.0
