#,Name,%Complete,AvgTime,Std,NoObs
0,Navforest_2,99.0,1528.878787878788,84.07095040238968,1645.0
1,Follow the Forest Gap,100.0,439.15,42.28720255585607,373.0
2,Oracle Path Follower,99.0,380.62626262626264,16.07217676078811,372.0
3,ModForest_2,91.0,465.6923076923077,56.7184471624595,430.0
