#,Name,%Complete,AvgTime,Std,NoObs
0,Kernel_Const_0.5_2,100.0,116.29,4.69743547055199,0.0
1,Kernel_Const_1_2,100.0,117.94,4.2984183137521645,0.0
2,Kernel_Const_0_2,76.0,148.94736842105263,1.8056543998324677,0.0
3,Kernel_Mag_0.5_2,100.0,127.41,7.1163122472246805,0.0
4,Kernel_Mag_1_2,100.0,102.73,7.122997964340576,0.0
